Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,TX,2018,12,Female,17,Right-Handed,163,25,91,2,Car,20,0.649,58,Other,1000,1000,1000,1000,420,1000,25,Same length,25,30,Ring finger,October,Spring,Yes,No,Fruit,Water,History,7,9,4,Yes - other,Internet chat or instant messaging,24,28,6,3,2,7,5,0,7,6,7,5,0,6,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Other,International aid
USA,MA,2018,12,Female,17,Right-Handed,NA,NA,NA,2,Car,2,0.532,40,Martial Arts,1000,0,100,0,0,0,16,Right foot,8,7,Ring finger,December,Fall,Yes,No,Meat,Coffee,History,3,2,3,Yes - other,Cell phone,100,5,70,20,40,30,55,7,25,40,30,20,40,25,A lot,Graduate degree,Jazz,Telepathy,Happy,Actor,"Arts, culture, sports"
USA,PA,2018,12,Male,17,Right-Handed,175.3,24.7,184,2,Walk,15,0.314,38,Other,800,800,800,500,600,600,24.6,Right foot,97,100,Ring finger,January,Summer,No,No,Poultry,Water,Other,6,8,4,Yes - broadband connection,Text messaging,20,100,15,0,2,20,11,35,10,5,50,0,0,2,Some,Graduate degree,Rhythm and blues (R&B),Fly,Healthy,Doctor or nurse,Health
USA,TX,2018,12,Female,17,Right-Handed,4.9,22,152.4,2,Car,15,1.2,40,Dancing,1000,1000,1000,900,700,800,22,Same length,73,71,Index finger,September,Winter,Yes,No,Fruit,Water,Other,7,8,3,Yes - broadband connection,Text messaging,50,80,3,4,8,16,7,0,3,5,3,14,0,6,Some,Graduate degree,Country,Fly,Happy,Relative,Education/Youth development
USA,FL,2018,12,Male,17,Right-Handed,177,27,183,2,Car,7,0.399,30,Lacrosse,700,400,400,600,1000,1000,27,Same length,100,120,Ring finger,June,Fall,No,No,Meat,Soft drink (caffeinated),History,6,8,4,Yes - broadband connection,Internet chat or instant messaging,0,26,20,2,0,2,2,2,10,11,30,20,0,1,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Business person,"Arts, culture, sports"
USA,TN,2018,12,Male,17,Right-Handed,NA,NA,NA,1,Car,5,0.3,2,Soccer,500,500,500,1000,100,800,NA,Same length,8,8,Same length,December,Spring,No,No,Rice/Noodle dishes,Water,Physical education,7,5,3,Yes - broadband connection,Internet chat or instant messaging,10,11,10,1,0,2,0,10,10,10,10,0,35,2,A lot,Some college,Rap/Hip hop,Fly,Rich,Relative,International aid
USA,OK,2018,12,Male,17,Right-Handed,192,25,188,1,Car,7,0.377,31,Basketball,10,10,10,10,1000,1000,25,Same length,100,95,Index finger,January,Summer,No,No,Meat,Water,Other,9,5,5,Yes - broadband connection,Internet chat or instant messaging,5,20,35,2,1,3,14,5,3,50,50,21,0,0,Some,Graduate degree,Rap/Hip hop,Fly,Rich,Politician,Religious
USA,MA,2018,12,Female,18,Right-Handed,157.5,24.1,NA,2,Car,4,0.383,32,Baseball/Softball,1000,1000,1000,1000,0,0,24.1,Same length,NA,NA,NA,December,Spring,No,No,Meat,Water,Science,6,3,6,Yes - broadband connection,Text messaging,100,100,2,5,3,3,7,0,12,24,10,0,22,4,A lot,Some college,Reggae,Invisibility,Famous,Sports person,Health
USA,GA,2018,12,Male,18,Right-Handed,185,26,189,1,Car,50,0.33,48,Football (American),750,750,1000,1000,400,600,26,Same length,100,110,Ring finger,March,Summer,No,No,Meat,Soft drink (caffeinated),Science,5,10,3,Yes - broadband connection,Text messaging,50,50,30,1,3,3,1,15,2,3,4,5,35,0,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,Health
USA,FL,2018,12,Female,17,Right-Handed,158,24,152,1,Car,10,0.416,32,Other,663,503,652,439,209,107,25,Left foot,80,80,Same length,February,Fall,Yes,No,No favorite,Water,Science,7,9,3,Yes - other,In person,100,120,12,8,5,3,4,0,7,7,4,2,24,2,Some,Graduate degree,Country,Telepathy,NA,Teacher,Education/Youth development
USA,NC,2018,12,Female,17,Right-Handed,178,26,70,1,Car,15,0.642,48,None,300,300,300,300,1000,1000,26,Same length,70,70,Same length,April,Fall,No,No,Seafood,Water,Computers and technology,7,9,2,Yes - broadband connection,Text messaging,300,1000,12,20,10,5,0,30,30,20,100,2,0,2,A lot,Graduate degree,Rock and roll,Freeze time,Rich,Friend,Health
USA,MA,2018,12,Female,18,Right-Handed,165.1,26,164,1,Bus,14,0.472,48,Swimming,733,866,1000,690,299,567,25.7,Right foot,66,58,Same length,May,Spring,Yes,No,Meat,Water,English,5,9,4,Yes - other,Text messaging,77,74,6,4,1,0,0,2,10,6,2,2,22,0,A lot,Some college,Rap/Hip hop,Fly,Happy,Friend,Health
USA,TX,2018,12,Male,18,Right-Handed,NA,21.59,NA,1,Car,10,0.812,73,Soccer,1000,1000,1000,1000,500,500,21.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,TX,2018,12,Male,17,Right-Handed,177.8,28.6,185,1,Car,10,0.451,51,Other,1000,1000,1000,1000,850,900,25,Same length,75,80,Ring finger,October,Summer,No,No,Rice/Noodle dishes,Water,Music,7,11,4,Yes - broadband connection,In person,60,60,24,5,18,28,8,5,0.5,6,5.5,6,0,3,A lot,Graduate degree,Classical,Freeze time,Healthy,Musician or singer,"Arts, culture, sports"
USA,DE,2018,12,Male,18,Right-Handed,172.7,25,175.2,1,Car,40,0.6,64,Baseball/Softball,400,550,1000,1000,3,99,25,Same length,100,100,Same length,July,Summer,No,No,Meat,Water,History,7,9,4,Yes - other,Cell phone,60,80,20,3,2,8,15,1,25,17,15,20,0,0,Very little,High school,Rap/Hip hop,Invisibility,Rich,Sports person,Health
USA,IA,2018,12,Female,17,Right-Handed,162.5,21,157,1,Car,7,0.406,43,Swimming,800,800,600,600,300,700,22,NA,7,6,Index finger,October,Spring,No,No,Desserts,Water,Music,8.5,9,4,Yes - broadband connection,In person,15,10,2,0,20,1,21,0,1,1,2,1,0,1,A lot,Graduate degree,Pop,Fly,Happy,Relative,Health
USA,NJ,2018,12,Female,18,Right-Handed,167,24,62,1,Car,5,0.522,35,Other,500,500,500,500,500,500,23,Right foot,7,6.5,Index finger,October,Fall,Yes,No,Pizza/Pasta,Water,English,7,10,4,Yes - broadband connection,Text messaging,17,20,6,1,5,3,7,1,8,7,9,5,23,6,Some,Graduate degree,Rap/Hip hop,Freeze time,Rich,Relative,Health
USA,TX,2018,12,Female,18,Right-Handed,168,18,18,2,Car,15,3,79,Skateboarding/Rollerblading,524,460,417,631,0,556,18,Same length,70,60,Index finger,August,Summer,No,No,Meat,Juice,Art,6,8,5,Yes - broadband connection,Text messaging,1000,1000,7,1,0,5,4,0,4,4,1,0,8,4,Some,High school,Rhythm and blues (R&B),Freeze time,Happy,Sports person,Health
USA,CA,2018,12,Female,15,Right-Handed,155,23.5,158,1,Car,6,0.836,40,Dancing,800,500,1000,800,800,1000,23,Right foot,90,95,Ring finger,October,Summer,No,No,Breads/Sandwiches,Water,Other,8,10,3,Yes - broadband connection,Text messaging,175,177,0,0,30,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,UT,2018,12,Male,17,Right-Handed,180,26,175,2,Car,15,0.323,34,Soccer,326,500,439,182,1000,1000,25,Right foot,9,8,Ring finger,December,Summer,Yes,No,Other,Soft drink (non-caffeinated),Other,6,8,7,Yes - other,Internet chat or instant messaging,2,0,13,1,1,NA,5,14,8,8,8,5,35,7,A lot,Some college,Rap/Hip hop,Invisibility,Rich,Friend,Other
USA,WI,2018,12,Female,17,Right-Handed,160,23,157,1,Car,30,0.525,NA,Skateboarding/Rollerblading,600,600,500,500,600,900,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,TX,2018,12,Female,17,Right-Handed,69,48,70.5,2,Car,12,0.993,72,Soccer,888,1000,800,1000,700,701,22.86,Right foot,2,3,Ring finger,March,Winter,Yes,No,Meat,Water,Computers and technology,6,8,5,Yes - broadband connection,Text messaging,300,800,14,7,7,6,21,0,9,6,11,2,40,7,A lot,Graduate degree,Country,Invisibility,Happy,Coach or club leader,"Wildlife, animals"
USA,MO,2018,12,Female,16,Right-Handed,167,22.5,164,1,Car,7,0.402,41,Soccer,262,374,487,364,1000,749,22.5,Same length,65,55,Index finger,March,Summer,No,No,Pizza/Pasta,Water,Science,8,8,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",3,3,2,1,10,7,3,0,3,1,5,6,5,2,A lot,Graduate degree,Pop,Telepathy,Happy,Relative,Health
USA,NH,2018,12,Male,17,Right-Handed,182.8,27.94,170.1,1,Car,360,0.478,37,Hockey (Ice),50,50,400,400,50,50,26.67,Right foot,76.2,88.9,Ring finger,September,Winter,Yes,No,Pizza/Pasta,Soft drink (caffeinated),History,6,6,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",8,50,2,0,2,0,1.5,0,0,0,3,2,8,0,A lot,Graduate degree,Rock and roll,Freeze time,Happy,Doctor or nurse,Health
USA,ID,2018,12,Male,21,Right-Handed,185,27,180,2,Walk,2,0.506,23,Basketball,250,250,375,500,850,900,27,Same length,30,33,Index finger,May,Spring,No,No,Pizza/Pasta,Soft drink (caffeinated),Science,8,8,7,Yes - dial-up connection,Text messaging,19,20,50,5,40,20,25,0,20,3,40,20,0,2,A lot,Undergraduate degree,Country,Fly,Happy,Friend,Religious
USA,PA,2018,12,Female,17,Right-Handed,165,24.5,NA,2,Car,13,0.373,36,Golf,925,860,717,720,500,600,24.5,Same length,68,80,Ring finger,April,Fall,Yes,No,Desserts,Water,Art,7,8,3,Yes - other,Text messaging,65,75,7,10,15,12,15,0,8,8,8,0,0,4,A lot,Graduate degree,Rhythm and blues (R&B),Super strength,Healthy,Sports person,Health
USA,RI,2018,12,Male,17,Right-Handed,183,30,194,1,Car,10,0.446,78,Basketball,674,572,1000,770,203,385,30,Same length,85,82,Index finger,April,Winter,No,No,Meat,Water,Physical education,6,10,6,Yes - other,Text messaging,11,7,30,3,10,5,20,0,2,1,3,3,15,2,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Sports person,"Arts, culture, sports"
USA,CA,2018,12,Female,17,Right-Handed,180,25,172,2,Car,7,0.4,49,Walking/Hiking,100,100,80,90,100,100,25,Same length,100,90,Index finger,March,Winter,No,No,Poultry,Water,English,4,10,5,Yes - broadband connection,Text messaging,20,25,8,1,5,12,5,0,10,5,10,0,0,7,A lot,Graduate degree,Pop,Telepathy,Happy,Religious figure,International aid
USA,ID,2018,12,Female,21,Right-Handed,NA,NA,NA,1,Car,17,NA,NA,Basketball,672,683,745,800,1000,1000,NA,NA,NA,NA,Ring finger,January,Fall,No,No,Rice/Noodle dishes,Water,Other,5.7,9.5,2,Yes - broadband connection,Text messaging,13,30,0,1,30,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,CA,2018,12,Male,18,Right-Handed,182,29,182,1,Car,30,0.427,42,None,668,642,369,21,845,1000,29,Same length,91,83,Index finger,January,Summer,No,No,Meat,Water,History,4,11,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",10,4,9,0,15,9,0,3,7,7,9,10,0,3,Some,Graduate degree,Other,Invisibility,Happy,Musician or singer,"Arts, culture, sports"
USA,IL,2018,12,Female,17,Right-Handed,173,25,169,2,Car,7,0.498,62,Walking/Hiking,807,904,818,850,813,722,25,Same length,980,1000,Ring finger,October,Fall,Yes,No,Pizza/Pasta,Water,English,7,9,4,Yes - broadband connection,Text messaging,100,100,12,3,20,3,15,0,7,4,10,5,0,5,A lot,Graduate degree,Jazz,Invisibility,Happy,Relative,Environment
USA,ID,2018,12,Female,21,Right-Handed,171,25,175,1,Walk,5,0.488,46,Walking/Hiking,900,900,900,900,500,500,25,Same length,100,92,Index finger,January,Spring,No,No,Soups,Water,Science,7.5,8,6,Yes - broadband connection,In person,3,11,8,0.5,21,0,1,0,1,1,5,1,0,4,Some,Graduate degree,Other,Fly,Happy,Religious figure,International aid
USA,OH,2018,12,Female,17,Right-Handed,152.4,23.5,78,1,Car,27,0.412,45,Soccer,1000,1000,1000,1000,500,500,23.5,Same length,7.8,7.8,Same length,March,Fall,Yes,No,Fruit,Juice,History,5,9,5,No internet connection,NA,50,50,10,72,5,15,0,0,4,72,72,15,15,4,Very little,High school,Rap/Hip hop,Telepathy,Healthy,Relative,Health
USA,CA,2018,12,Female,17,Right-Handed,170,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,OH,2018,12,Male,18,Right-Handed,6,27,200,1.5,Car,15,0.451,35,Tennis,353,241,733,626,834,1000,27,Same length,90,80,Index finger,August,Spring,No,No,Meat,Soft drink (caffeinated),Other,7,9,2,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",15,15,9,15,1,2,4,1,140,140,15,15,0,11.5,Very little,Graduate degree,Rap/Hip hop,Telepathy,Happy,Business person,Education/Youth development
USA,TX,2018,12,Female,17,Right-Handed,152,22,150,2,Bus,100,0.715,35,Tennis,1000,1000,1000,1000,200,200,22,Same length,63,72,Ring finger,March,Fall,No,No,Pizza/Pasta,Water,Science,8,7,5,Yes - broadband connection,Cell phone,30,40,10,2,7,10,15,0,6,5,6,15,0,7,Some,Graduate degree,Rhythm and blues (R&B),Fly,Healthy,Business person,Environment
USA,CA,2018,12,Male,17,Right-Handed,180,26,186,1,Car,27,0.425,32,Swimming,540,1000,1000,545,1000,1000,26,Same length,70,80,Index finger,July,Winter,No,No,Meat,Water,History,8,9,6,Yes - broadband connection,Internet chat or instant messaging,9,16,40,1,11,2,40,30,4,4,21,1,0,2,A lot,Graduate degree,Punk rock,Freeze time,Happy,Friend,Environment
USA,IN,2018,12,Female,17,Left-Handed,161,22,154.5,2,Car,15,0.387,42,Other,1000,1000,1000,1000,0,0,22.5,Left foot,70,70,Same length,March,Summer,Yes,No,Salads,Water,Other,6,8,4,Yes - other,Text messaging,121,130,5,7,10,2,3,0,8,12,12,1,5.5,2,Some,Graduate degree,Country,Invisibility,Healthy,Actor,"Wildlife, animals"
USA,CA,2018,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,40,NA,NA,NA,A lot,Graduate degree,Pop,Telepathy,Healthy,Relative,Other
USA,NC,2018,12,Female,17,Left-Handed,172,23,165,1,Car,11,0.728,41,Soccer,500,500,500,500,600,600,24,Left foot,76,71,Index finger,June,Summer,No,No,Desserts,Water,Mathematics and statistics,8,11,4,Yes - other,Text messaging,400,450,20,1,1,3,10,1,1,3,2,1,25,1,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Friend,"Wildlife, animals"
USA,NJ,2018,12,Male,17,Right-Handed,175,25,180,1,Car,4,0.344,38,Running/Jogging,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,OH,2018,12,Female,18,Right-Handed,163,23,66,2,Car,20,0.495,47,Dancing,400,650,500,650,898,1000,23.5,NA,NA,NA,NA,August,Summer,No,NA,Meat,Juice,Physical education,6,9,3,Yes - broadband connection,Internet chat or instant messaging,97,115,8,1,2,5,1,0,15,13,14,4,0,2,Very little,High school,Rap/Hip hop,Telepathy,Rich,Coach or club leader,"Arts, culture, sports"
USA,TX,2018,12,Female,17,Right-Handed,147,22.5,50,2,Bus,5,0.449,29,Soccer,NA,NA,NA,NA,NA,NA,22.5,Same length,3,3.5,Ring finger,December,Winter,No,No,No favorite,Water,Science,5,7,8,Yes - other,In person,5,10,2,0,6,40,1,0,5,2,0,0,35,5,Some,Graduate degree,Other,Invisibility,Happy,Actor,Health
USA,RI,2018,12,Male,17,Right-Handed,193,12,NA,NA,NA,15,0.4,58,Basketball,70,65,75,50,NA,80,12,Same length,30,32,Ring finger,February,Spring,No,No,Meat,Juice,English,7,10,4,Yes - broadband connection,Text messaging,10,5,16,20,1,2,49,6,35,28,30,1,0,NA,Some,Some college,Rap/Hip hop,Freeze time,Rich,Sports person,"Arts, culture, sports"
USA,FL,2018,12,Male,17,Right-Handed,195,26.25,195,1,Bus,40,0.689,60,Walking/Hiking,NA,NA,NA,NA,NA,NA,26,Right foot,81.25,81.25,Same length,April,Winter,Yes,No,Soups,Tea,Physical education,5,8,2,Yes - other,In person,8,12,8,4,2,8,8,4,0,0.5,8,1,0,3,Some,Other,Punk rock,Freeze time,Healthy,Other,Health
USA,NC,2018,12,Female,18,Ambidextrous,51,NA,NA,1,Car,20,0.453,61,Walking/Hiking,50,50,50,50,25,25,NA,Same length,NA,NA,Index finger,December,Winter,NA,No,Poultry,Soft drink (caffeinated),Physical education,8,10,4,Yes - broadband connection,NA,7,20,2,3,2,4,1,0,3,7,2,3,0,2,A lot,Graduate degree,Rap/Hip hop,Invisibility,Healthy,Relative,Education/Youth development
USA,IL,2018,12,Female,18,Right-Handed,NA,NA,NA,2,Car,10,0.704,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,OK,2018,12,Male,17,Left-Handed,190,27,181,1,Car,15,0.388,39,Soccer,800,750,400,100,1000,1000,28,Left foot,81,81,Same length,March,Summer,Yes,No,Meat,Tea,Mathematics and statistics,6.5,10,7,Yes - broadband connection,Internet chat or instant messaging,7,9,2,1,7.5,12,8,10,15,1,3,8,7,2,Some,Less than high school,Rap/Hip hop,NA,Healthy,Relative,Health
USA,CA,2018,12,Male,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,ID,2018,12,Male,20,Ambidextrous,173,26,83,1,Walk,10,1,36,Tennis,257,48,150,374,144,53,26,Same length,94,78,Index finger,January,Fall,No,No,Meat,Sports drink,Physical education,9,8,6,Yes - broadband connection,Text messaging,40,40,8,2,8,8,9,1,2,2,2,4,0,5,Some,Graduate degree,Country,Telepathy,Happy,Religious figure,Health
USA,MA,2018,12,Female,17,Right-Handed,160,20,154.5,2,Car,15,0.4,48,None,492,561,1000,813,337,369,22,Left foot,65,70,Ring finger,July,Fall,No,No,Pizza/Pasta,Juice,English,6,9,5,Yes - broadband connection,Text messaging,300,350,7,10,20,5,0,0,40,35,20,6,36,7,A lot,Graduate degree,Rhythm and blues (R&B),Freeze time,Happy,Relative,Health
USA,CA,2018,12,Female,16,Right-Handed,149.9,19.9,149.9,2,Car,20,0.402,38,Basketball,615,711,754,706,385,401,19.9,Same length,65,65,Same length,April,Spring,Yes,No,Desserts,Water,Mathematics and statistics,8,9,4,Yes - other,Text messaging,75,100,5,1,10,8,6,1,9,9,12,10,0,6,A lot,Graduate degree,Pop,Invisibility,Healthy,Musician or singer,Health
USA,RI,2018,12,Female,17,Right-Handed,164,24,169,2,Car,11,0.292,35,Other,1000,380,1000,1000,583,1000,25,Left foot,70,8,Ring finger,April,Fall,No,No,Pizza/Pasta,Water,Mathematics and statistics,9,5,3,Yes - broadband connection,Text messaging,200,150,1,2,3,4,4,5,6,7,9,8,40,6,A lot,Graduate degree,Rap/Hip hop,Telepathy,Rich,Business person,Other
USA,ID,2018,12,Male,23,Right-Handed,178,25.4,175,2,Car,5,0.311,44,Soccer,722,396,807,390,904,770,24,Right foot,76,78,Ring finger,September,Spring,No,No,Pizza/Pasta,Soft drink (caffeinated),Science,8,10,2,Yes - broadband connection,Text messaging,4,2,3,0,5,20,3,0,1,0.5,15,20,0,2,Some,Graduate degree,Pop,Telepathy,Happy,Relative,Health
USA,VA,2018,12,Male,18,Right-Handed,16,28.6,182.8,2,Bus,30,0.346,43,Other,775,775,1000,930,556,556,28.6,Same length,76.2,50.8,NA,November,Spring,No,No,Pizza/Pasta,Sports drink,Art,7,12,2,Yes - broadband connection,Text messaging,1,0,7,1,2,7,2,5,5,5,5,0,0,6,A lot,Some college,Rock and roll,Freeze time,Happy,Relative,Education/Youth development
USA,ID,2018,12,Female,22,Right-Handed,170,17,170,2,Walk,5,0.499,43,Walking/Hiking,700,800,500,400,700,800,43,Same length,60,40,Index finger,December,Spring,No,No,Rice/Noodle dishes,Water,English,6,5,6,Yes - broadband connection,In person,8,14,52,1,18,3,0,0,1,2,12,0,13,2,Some,Undergraduate degree,Rock and roll,Fly,Happy,Community leader or elder,Religious
USA,MA,2018,12,Female,17,Right-Handed,165,26,165,1,Car,20,0.39,81,Athletics,150,102,160,102,701,850,26,Same length,77,75,Index finger,April,Spring,No,No,Poultry,Juice,Mathematics and statistics,6,8,5,Yes - broadband connection,Text messaging,100,115,10,5,8,6,15,0,3,3,1,1,30,2,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Religious figure,International aid
USA,NY,2018,12,Female,17,Right-Handed,158,23,NA,2,Rail (Train/Tram/Subway),0.329,46,NA,Walking/Hiking,1000,1000,1000,500,1000,1000,23,Same length,70,65,Index finger,February,Fall,Yes,No,Breads/Sandwiches,Water,Mathematics and statistics,5,7,5,Yes - other,Internet chat or instant messaging,150,75,12,10,3,10,0,0,10,10,45,1,0,3,A lot,Graduate degree,NA,Invisibility,Happy,Relative,Education/Youth development
USA,IL,2018,12,Male,17,Right-Handed,155,26,201,1,Car,5,0.753,54,Martial Arts,1000,1000,1000,1000,500,500,26,Same length,7,7,Same length,July,Summer,Yes,No,Seafood,Water,Art,7.5,8,5,Yes - other,Text messaging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,MO,2018,12,Male,16,Right-Handed,183,25,188,1,Car,10,0.403,43,Baseball/Softball,599,604,209,877,257,775,26,Left foot,85,92,Ring finger,January,Winter,No,No,Seafood,Tea,Mathematics and statistics,7,9,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",10,10,10,8,2,12,8,12,3,2,14,3,0,3,Very little,Graduate degree,Rap/Hip hop,Telepathy,Happy,Other,Health
USA,DE,2018,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,TX,2018,12,Male,17,Left-Handed,182.8,27.8,182.8,1,Bus,15,0.421,61,Football (American),1000,5,1000,540,0,850,182.8,Same length,100,70,Index finger,August,Fall,No,No,Seafood,Sports drink,Other,7,12,3,Yes - other,Text messaging,1,1,0,0,0,168,0,24,144,9,0,168,0,0,A lot,Some college,Rap/Hip hop,Invisibility,Rich,Musician or singer,Health
USA,MA,2018,12,Male,17,Right-Handed,178,30,73,1,Car,5,0.489,54,Athletics,500,200,200,100,700,900,30,Same length,75,67,Index finger,May,Fall,Yes,No,Meat,Tea,Science,6,8,3,Yes - broadband connection,Internet chat or instant messaging,20,45,4,0,15,2,1,5,5,5,10,0,0,4,A lot,Graduate degree,Rap/Hip hop,Freeze time,Rich,Business person,International aid
USA,FL,2018,12,Female,17,Right-Handed,163,24,NA,1,Car,15,0.434,33,Walking/Hiking,1000,1000,800,400,450,650,24,Same length,28,31,Ring finger,September,Fall,No,No,Pizza/Pasta,Soft drink (non-caffeinated),Art,6,10,6,Yes - other,Text messaging,14,13,15,4,2,6,1,15,20,20,20,5,25,4,A lot,Graduate degree,Rock and roll,Freeze time,Happy,Relative,"Wildlife, animals"
USA,NY,2018,12,Male,17,Right-Handed,180,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,FL,2018,12,Female,17,Right-Handed,172,25,164,1,Car,12,0.335,32,None,1000,674,834,658,465,358,23,Right foot,85,70,Index finger,November,Winter,Yes,No,Desserts,Sports drink,History,5,10,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",45,60,5,1,30,168,0,15,150,150,168,20,35,100,A lot,Graduate degree,Punk rock,Telepathy,Happy,Actor,"Wildlife, animals"
USA,PA,2018,12,Female,17,Left-Handed,173,25,173,1,Car,20,0.475,39,Other,770,834,610,600,500,900,24,Right foot,99,101,Ring finger,June,Summer,Yes,No,Meat,Water,Science,7,9,4,Yes - other,Text messaging,138,137,10,1,20,20,2,0,12,7,7,6,2,2,A lot,Graduate degree,Other,Fly,Happy,Relative,International aid
USA,CA,2018,12,Male,17,Right-Handed,181,25,181,1,Car,15,0.35,57,Other,663,674,417,479,900,850,25,Same length,88,88,Same length,June,Spring,No,No,Meat,Milk,Other,7,6,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",3,4,6,1,3,2,5,1,7,1,7,0,0,0,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Musician or singer,International aid
USA,IL,2018,12,Female,17,Right-Handed,179,26,176,3,Car,8,0.356,41,Swimming,700,800,400,850,700,9000,26,Same length,90,100,Ring finger,March,Winter,No,No,Pizza/Pasta,Water,Languages,7,8,3,Yes - broadband connection,Text messaging,60,60,4,0.1,10,3,5,0,3,0.75,0.5,0,5,1,A lot,Graduate degree,Other,Telepathy,Happy,Relative,Other
